ID,FHL_DICT_Numeric,FHL_DICT_Unicode,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
6136,cho-chhut,cho-chhut,做出,,,,
6137,cho-chha5,cho-chhâ,做差,,,,
6138,cho-chheu3,cho-chhèu,做柴,,,,
6139,cho-chiu2,cho-chiú,做酒,,,,
6140,cho-chi,cho-chi,做祭,,,,
6141,cho-chiin,cho-chṳn,做證,,,,
6142,cho-chai5,cho-châi,做災,,,,
6143,cho-chon5,cho-chôn,做磚,,,,
6144,cho-fap,cho-fap,做法,,,,
6145,cho-fu,cho-fu,做褲,,,,
6146,cho-fi3,cho-fì,做缶,,,,
6147,cho-hi2,cho-hí,做起,,,,
6148,cho-ho2,cho-hó,做好,,,,
6149,cho-ha,cho-ha,做下,,,,
6150,cho-hak,cho-hak,做客,,,,
6151,cho-hi,cho-hi,做戲,,,,
6152,cho-hiong5,cho-hiông,做香,,,,
6153,cho-ha5,cho-hâ,灶下,,,,
6154,cho-ka2,cho-ká,做假,,,,
6155,cho-kau2,cho-káu,做搞,,,,
6156,cho-kie,cho-kie,做界,,,,
6157,cho-ko,cho-ko,做過,,,,
6158,cho-koan,cho-koan,做慣,,,,
6159,cho-ka5,cho-kâ,做加,,,,
6160,cho-ko5,cho-kô,做歌,,,,
6161,cho-kon5,cho-kôn,做官,,,,
6162,cho-kong5,cho-kông,做光,,,,
6163,cho-kung5,cho-kûng,做工,,,,
6164,cho-ki3,cho-kì,做佢,,,,
6165,cho-li,cho-li,做例,,,,
6166,cho-loi3,cho-lòi,做來,,,,
6167,cho-lu3-hang5,cho-lù-hâng,灶爐坑,,,,
6168,cho-mak-ke,cho-mak-ke,做麼個,,,,
6169,cho-ngiet8,cho-ngie̍t,做月,,,,
6170,cho-ngi3,cho-ngì,做你,,,,
6171,cho-ngin3,cho-ngìn,做人,,,,
6172,cho-phan5,cho-phân,做伴,,,,
6173,cho-phi3,cho-phì,做肥,,,,
6174,cho-piang2-kie5,cho-piáng-kiê,做餅街,,,,
6175,cho-piang2,cho-piáng,做餅,,,,
6176,cho-pin5,cho-pîn,做兵,,,,
6177,cho-pun5,cho-pûn,做給,,,,
6178,cho-se,cho-se,做事,,,,
6179,cho-sii,cho-sṳ,做事,,,,
6180,cho-siin,cho-sṳn,做聖,,,,
6181,cho-sam5,cho-sâm,做衫,,,,
6182,cho-song5,cho-sông,做喪,,,,
6183,cho-sii5,cho-sṳ̂,做詩,,,,
6184,cho-siin3,cho-sṳ̀n,做成,,,,
6185,cho-to2,cho-tó,做到,,,,
6186,cho-te,cho-te,做垤,,,,
6187,cho-tet,cho-tet,做得,,,,
6188,cho-teu,cho-teu,做藪,,,,
6189,cho-thai,cho-thai,做大,,,,
6190,cho-thien3,cho-thièn,做田,,,,
6191,cho-theu3,cho-thèu,灶頭,,,,
6192,cho-to,cho-to,做到,,,,
6193,cho-teu5,cho-têu,做兜,,,,
6194,cho-toi5,cho-tôi,做堆,,,,
6195,cho-vuk,cho-vuk,做屋,,,,
6196,cho-vo5,cho-vô,做窩,,,,
6197,cho-van3,cho-vàn,做完,,,,
6198,cho-vi3,cho-vì,做為,,,,
6199,cho-vong3,cho-vòng,做王,,,,
6200,cho-yit8,cho-yi̍t,做翼,,,,
6201,cho-yu3,cho-yù,做油,,,,
6202,cho-m3-tet,cho-m̀-tet,做毋得,,,,
6203,cho,cho,做,,,,
6204,cho-theu3,cho-thèu,做頭,,,,
6205,choi-a2,choi-á,喙啞,,,,
6206,choi-chau5,choi-châu,喙燥,,,,
6207,choi-fa5,choi-fâ,喙花,,,,
6208,choi-hong,choi-hong,喙項,,,,
6209,choi-hot,choi-hot,喙渴,,,,
6210,choi-kong2,choi-kóng,喙講,,,,
6211,choi-ku2,choi-kú,喙鼓,,,,
6212,choi-khung5,choi-khûng,喙孔,,,,
6213,choi-kok,choi-kok,喙角,,,,
6214,choi-lap,choi-lap,喙搨,,,,
6215,choi-lung5-e2,choi-lûng-é,喙籠仔,,,,
6216,choi-ma3,choi-mà,喙ma3,,,,
6217,choi-sun3-phi3,choi-sùn-phì,喙唇皮,,,,
6218,choi-sun3,choi-sùn,喙唇,,,,
6219,choi-tu2,choi-tú,喙肚,,,,
6220,choi-thiam3,choi-thiàm,喙甜,,,,
6221,choi-thun,choi-thun,喙鈍,,,,
6222,choi,choi,喙,,,,
6223,chok-cha2,chok-chá,作者,,,,
6224,chok-cheu2,chok-chéu,捉走,,,,
6225,chok-chan,chok-chan,作戰,,,,
6226,chok-chhau,chok-chhau,作躁,,,,
6227,chok-fap,chok-fap,作法,,,,
6228,chok-fung5,chok-fûng,捉風,,,,
6229,chok-hi2,chok-hí,著起,,,,
6230,chok-ho2,chok-hó,著好,,,,
6231,chok-het8,chok-he̍t,捉住,,,,
6232,chok-hi,chok-hi,捉去,,,,
6233,chok-hai3,chok-hài,著鞋,,,,
6234,chok-ko,chok-ko,捉過,,,,
6235,chok-koai,chok-koai,作怪,,,,
6236,chok-ka5,chok-kâ,作家,,,,
6237,chok-lit8,chok-li̍t,作力,,,,
6238,chok-lok8,chok-lo̍k,作樂,,,,
6239,chok-lan,chok-lan,著爛,,,,
6240,chok-lon,chok-lon,作亂,,,,
6241,chok-long,chok-long,作浪,,,,
6242,chok-loi3,chok-lòi,捉來,,,,
6243,chok-mien,chok-mien,桌面,,,,
6244,chok-ngok8,chok-ngo̍k,作樂,,,,
6245,chok-ngiak,chok-ngiak,作孽,,,,
6246,chok-ngin3,chok-ngìn,捉人,,,,
6247,chok-nung,chok-nung,作弄,,,,
6248,chok-ok,chok-ok,作惡,,,,
6249,chok-phin2,chok-phín,作品,,,,
6250,chok-sit8,chok-si̍t,桌席,,,,
6251,chok-siong,chok-siong,作像,,,,
6252,chok-sam5,chok-sâm,著衫,,,,
6253,chok-sang5,chok-sâng,作聲,,,,
6254,chok-seu5,chok-sêu,著燒,,,,
6255,chok-sa3,chok-sà,捉蛇,,,,
6256,chok-tang2,chok-táng,桌頂,,,,
6257,chok-ten2,chok-tén,捉著,,,,
6258,chok-to2,chok-tó,捉到,,,,
6259,chok-tai,chok-tai,著戴,,,,
6260,chok-teu,chok-teu,作藪,,,,
6261,chok-tiau5-ki5,chok-tiâu-kî,捉鳥機,,,,
6262,chok-to,chok-to,捉到,,,,
6263,chok-tong,chok-tong,作當,,,,
6264,chok-tui,chok-tui,作對,,,,
6265,chok-teu5,chok-têu,捉兜,,,,
6266,chok-vi3,chok-vì,作為,,,,
6267,chok-yang2,chok-yáng,捉影,,,,
6268,chok-yung,chok-yung,作用,,,,
6269,chok-e3,chok-è,桌仔,,,,
6270,chok-ng3,chok-ǹg,捉魚,,,,
6271,chok,chok,捉,,,,
6272,chok-song,chok-song,著上,,,,
6273,chok-song5,chok-sông,著上,,,,
6274,chok-ten2,chok-tén,著著,,,,
6275,chok-to,chok-to,著到,,,,
6276,chok,chok,著,,,,
6277,chok,chok,作,,,,
6278,chok,chok,桌,,,,
6279,chon-e2,chon-é,鑽仔,,,,
6280,chon-khung5,chon-khûng,鑽空,,,,
6281,chon-ngip8,chon-ngi̍p,鑽入,,,,
6282,chon-sak8,chon-sa̍k,鑽石,,,,
6283,chon,chon,鑽,,,,
6284,chong-e2,chong-é,帳仔,,,,
6285,chong-ho2,chong-hó,葬好,,,,
6286,chong-hong,chong-hong,帳項,,,,
6287,chong-ko,chong-ko,葬過,,,,
6288,chong-kon5,chong-kôn,壯觀,,,,
6289,chong-lok8,chong-lo̍k,漲落,,,,
6290,chong-liet8,chong-lie̍t,脹裂,,,,
6291,chong-liam3,chong-liàm,帳簾,,,,
6292,chong-li5,chong-lî,葬禮,,,,
6293,chong-man,chong-man,帳幔,,,,
6294,chong-mok,chong-mok,帳幕,,,,
6295,chong-ngien3,chong-ngièn,壯年,,,,
6296,chong-ngoi,chong-ngoi,障礙,,,,
6297,chong-phung3,chong-phùng,帳篷,,,,
6298,chong-sui2,chong-súi,漲水,,,,
6299,chong-siit,chong-sṳt,喪式,,,,
6300,chong-siin5,chong-sṳ̂n,葬身,,,,
6301,chong-tam2,chong-tám,壯膽,,,,
6302,chong-tai,chong-tai,帳帶,,,,
6303,chong-thai,chong-thai,壯大,,,,
6304,chong-to,chong-to,漲到,,,,
6305,chong-ten5,chong-tên,壯丁,,,,
6306,chong,chong,葬,,,,
6307,chong-ko,chong-ko,漲過,,,,
6308,chong,chong,漲,,,,
6309,chong,chong,壯,,,,
6310,chong,chong,脹,,,,
6311,chii-cha2,chṳ-chá,智者,,,,
6312,chii-chii2,chṳ-chṳ́,制止,,,,
6313,chii-chhiam,chṳ-chhiam,至暫,,,,
6314,chii-chho,chṳ-chho,製造,,,,
6315,chii-chhin5,chṳ-chhîn,至親,,,,
6316,chii-chhung5,chṳ-chhûng,至重,,,,
6317,chii-chun5,chṳ-chûn,至尊,,,,
6318,chii-fuk8,chṳ-fu̍k,制服,,,,
6319,chii-fi,chṳ-fi,智慧,,,,
6320,chii-ho2,chṳ-hó,至好,,,,
6321,chii-hiong,chṳ-hiong,志向,,,,
6322,chii-khit8,chṳ-khi̍t,至極,,,,
6323,chii-khiang5,chṳ-khiâng,至輕,,,,
6324,chii-kiet,chṳ-kiet,至潔,,,,
6325,chii-kin,chṳ-kin,致敬,,,,
6326,chii-kui,chṳ-kui,至貴,,,,
6327,chii-kim5,chṳ-kîm,至今,,,,
6328,chii-ko5-cha2,chṳ-kô-chá,至高者,,,,
6329,chii-ko5,chṳ-kô,至高,,,,
6330,chii-kong5,chṳ-kông,至光,,,,
6331,chii-lit8,chṳ-li̍t,致力,,,,
6332,chii-miang,chṳ-miang,致命,,,,
6333,chii-meu3,chṳ-mèu,智謀,,,,
6334,chii-min3,chṳ-mìn,至明,,,,
6335,chii-ngien,chṳ-ngien,志願,,,,
6336,chii-ngien3,chṳ-ngièn,智言,,,,
6337,chii-po2,chṳ-pó,至寶,,,,
6338,chii-phin2,chṳ-phín,製品,,,,
6339,chii-seu2,chṳ-séu,至少,,,,
6340,chii-si2,chṳ-sí,致死,,,,
6341,chii-san,chṳ-san,至善,,,,
6342,chii-song,chṳ-song,至上,,,,
6343,chii-siin-so2,chṳ-sṳn-só,至聖所,,,,
6344,chii-siin-vut8,chṳ-sṳn-vu̍t,至聖物,,,,
6345,chii-siin,chṳ-sṳn,至聖,,,,
6346,chii-siit,chṳ-sṳt,智識,,,,
6347,chii-to2,chṳ-tó,致到,,,,
6348,chii-thai,chṳ-thai,至大,,,,
6349,chii-thin,chṳ-thin,制定,,,,
6350,chii-thu,chṳ-thu,制度,,,,
6351,chii-thung,chṳ-thung,智痛,,,,
6352,chii-to,chṳ-to,致到,,,,
6353,chii-yi,chṳ-yi,致意,,,,
6354,chii-yam3,chṳ-yàm,製鹽,,,,
6355,chii-yin3,chṳ-yìn,至仁,,,,
6356,chii-yung3,chṳ-yùng,至榮,,,,
6357,chii,chṳ,致,,,,
6358,chii,chṳ,至,,,,
6359,chiin-chhiit8,chṳn-chhṳ̍t,正直,,,,
6360,chiin-chhet,chṳn-chhet,政策,,,,
6361,chiin-chhiong,chṳn-chhiong,正像,,,,
6362,chiin-chhii,chṳn-chhṳ,政治,,,,
6363,chiin-chhii3,chṳn-chhṳ̀,證詞,,,,
6364,chiin-fan2,chṳn-fán,正反,,,,
6365,chiin-fu2,chṳn-fú,政府,,,,
6366,chiin-fong5,chṳn-fông,正方,,,,
6367,chiin-fun5,chṳn-fûn,證婚,,,,
6368,chiin-hak,chṳn-hak,政客,,,,
6369,chiin-he,chṳn-he,正係,,,,
6370,chiin-hin5,chṳn-hîn,振興,,,,
6371,chiin-ki2,chṳn-kí,證據,,,,
6372,chiin-khien3,chṳn-khièn,政權,,,,
6373,chiin-khok,chṳn-khok,正確,,,,
6374,chiin-kiok,chṳn-kiok,正腳,,,,
6375,chiin-kin5,chṳn-kîn,正經,,,,
6376,chiin-lu,chṳn-lu,正路,,,,
6377,chiin-mien,chṳn-mien,正面,,,,
6378,chiin-min3,chṳn-mìn,證明,,,,
6379,chiin-ngi,chṳn-ngi,正義,,,,
6380,chiin-ngien3,chṳn-ngièn,證言,,,,
6381,chiin-ngin3,chṳn-ngìn,證人,,,,
6382,chiin-phai,chṳn-phai,正派,,,,
6383,chiin-phien2,chṳn-phién,正片,,,,
6384,chiin-phong3,chṳn-phòng,正旁,,,,
6385,chiin-su2,chṳn-sú,正手,,,,
6386,chiin-siit8,chṳn-sṳ̍t,證實,,,,
6387,chiin-siit,chṳn-sṳt,正式,,,,
6388,chiin-su5,chṳn-sû,證書,,,,
6389,chiin-song3,chṳn-sòng,正常,,,,
6390,chiin-thi2,chṳn-thí,政體,,,,
6391,chiin-thai,chṳn-thai,正大,,,,
6392,chiin-tho,chṳn-tho,正道,,,,
6393,chiin-than3,chṳn-thàn,證壇,,,,
6394,chiin-theu3,chṳn-thèu,症頭,,,,
6395,chiin-tong5,chṳn-tông,正當,,,,
6396,chiin,chṳn,証,,,,
6397,chiin-ngin3,chṳn-ngìn,正人,,,,
6398,chiin,chṳn,正,,,,
6399,chiip-chong2,chṳp-chóng,執掌,,,,
6400,chiip-chiin,chṳp-chṳn,執政,,,,
6401,chiip-hang3,chṳp-hàng,執行,,,,
6402,chiip-mi3,chṳp-mì,執迷,,,,
6403,chiip-su2,chṳp-sú,執守,,,,
6404,chiip-sii,chṳp-sṳ,執事,,,,
6405,chiip-yi,chṳp-yi,執意,,,,
6406,chiip,chṳp,汁,,,,
6407,chiit-chho,chṳt-chho,織造,,,,
6408,chiit-fun,chṳt-fun,職份,,,,
6409,chiit-khien3,chṳt-khièn,職權,,,,
6410,chiit-mi,chṳt-mi,只味,,,,
6411,chiit-mun,chṳt-mun,質問,,,,
6412,chiit-ngiap8,chṳt-ngia̍p,職業,,,,
6413,chiit-ngi3,chṳt-ngì,質疑,,,,
6414,chiit-pu-ki5,chṳt-pu-kî,織布機,,,,
6415,chiit-si,chṳt-si,秩序,,,,
6416,chiit-vi,chṳt-vi,職位,,,,
6417,chiit-vu,chṳt-vu,職務,,,,
6418,chiit,chṳt,職,,,,
6419,chu-am,chu-am,晝暗,,,,
6420,chu-chu2,chu-chú,咒詛,,,,
6421,chu-chho-chhong3,chu-chho-chhòng,鑄造場,,,,
6422,chu-chho,chu-chho,鑄造,,,,
6423,chu-chhung,chu-chhung,注重,,,,
6424,chu-chhung3,chu-chhùng,蛀蟲,,,,
6425,chu-fong3,chu-fòng,駐防,,,,
6426,chu-kiok,chu-kiok,註腳,,,,
6427,chu-kiun5,chu-kiûn,駐軍,,,,
6428,chu-ma,chu-ma,咒罵,,,,
6429,chu-muk,chu-muk,注目,,,,
6430,chu-min3,chu-mìn,註明,,,,
6431,chu-ngip8,chu-ngi̍p,注入,,,,
6432,chu-nga3,chu-ngà,蛀牙,,,,
6433,chu-sii,chu-sṳ,咒誓,,,,
6434,chu-sen5,chu-sên,註生,,,,
6435,chu-siin3,chu-sṳ̀n,注神,,,,
6436,chu-thin,chu-thin,註定,,,,
6437,chu-ya,chu-ya,晝夜,,,,
6438,chu-yi,chu-yi,注意,,,,
6439,chu,chu,晝,,,,
6440,chu-siin3,chu-sṳ̀n,鑄成,,,,
6441,chu-thet,chu-thet,蛀掉,,,,
6442,chu,chu,蛀,,,,
6443,chu-chhut,chu-chhut,鑄出,,,,
6444,chu,chu,駐,,,,
6445,chui-am,chui-am,最暗,,,,
6446,chui-chha5,chui-chhâ,最差,,,,
6447,chui-chhin5,chui-chhîn,最親,,,,
6448,chui-chhiim5,chui-chhṳ̂m,最深,,,,
6449,chui-chhu5,chui-chhû,最初,,,,
6450,chui-chiu2,chui-chiú,醉酒,,,,
6451,chui-chiang5,chui-chiâng,最靚,,,,
6452,chui-chui,chui-chui,醉醉,,,,
6453,chui-fai2,chui-fái,最壞,,,,
6454,chui-ho2,chui-hó,最好,,,,
6455,chui-heu,chui-heu,最後,,,,
6456,chui-hiong5,chui-hiông,醉鄉,,,,
6457,chui-hiung5,chui-hiûng,最兇,,,,
6458,chui-ha5,chui-hâ,最下,,,,
6459,chui-khiun,chui-khiun,最近,,,,
6460,chui-khiun5,chui-khiûn,最近,,,,
6461,chui-khiong3,chui-khiòng,最強,,,,
6462,chui-kiak,chui-kiak,最遽,,,,
6463,chui-kiang5,chui-kiâng,最驚,,,,
6464,chui-ko5,chui-kô,最高,,,,
6465,chui-kong5,chui-kông,最光,,,,
6466,chui-liong,chui-liong,最亮,,,,
6467,chui-mi5,chui-mî,最尾,,,,
6468,chui-ngiet8,chui-ngie̍t,最熱,,,,
6469,chui-ngiok8,chui-ngio̍k,最弱,,,,
6470,chui-phi3,chui-phì,最肥,,,,
6471,chui-seu2,chui-séu,最少,,,,
6472,chui-se,chui-se,最細,,,,
6473,chui-siak,chui-siak,最惜,,,,
6474,chui-sien5,chui-siên,最先,,,,
6475,chui-sun3,chui-sùn,最純,,,,
6476,chui-to2,chui-tó,醉到,,,,
6477,chui-thai,chui-thai,最大,,,,
6478,chui-thet,chui-thet,醉掉,,,,
6479,chui-thi,chui-thi,醉地,,,,
6480,chui-thien5,chui-thiên,醉天,,,,
6481,chui-to,chui-to,醉到,,,,
6482,chui-to5,chui-tô,最多,,,,
6483,chui-voi,chui-voi,最會,,,,
6484,chui-yen2,chui-yén,最遠,,,,
6485,chui-yung2,chui-yúng,最勇,,,,
6486,chui-yu5,chui-yû,最有,,,,
6487,chui,chui,最,,,,
6488,chui,chui,醉,,,,
6489,chuk-chhia,chuk-chhia,祝謝,,,,
6490,chuk-chien2,chuk-chién,燭剪,,,,
6491,chuk-fo,chuk-fo,祝賀,,,,
6492,chuk-fuk,chuk-fuk,祝福,,,,
6493,chuk-fa5,chuk-fâ,燭花,,,,
6494,chuk-ko5,chuk-kô,竹篙,,,,
6495,chuk-phan3,chuk-phàn,燭盤,,,,
6496,chuk-siu5-e2,chuk-siû-é,竹修仔,,,,
6497,chuk-sim5,chuk-sîm,燭心,,,,
6498,chuk-to2,chuk-tó,祝禱,,,,
6499,chun-kieu5,chun-kiêu,圳溝,,,,
6500,chun-ma5,chun-mâ,駿馬,,,,
6501,chung-chhui,chung-chhui,眾罪,,,,
6502,chung-chien,chung-chien,中箭,,,,
6503,chung-fung5,chung-fûng,中風,,,,
6504,chung-ha5,chung-hâ,種下,,,,
6505,chung-ko,chung-ko,種過,,,,
6506,chung-lin3,chung-lìn,眾靈,,,,
6507,chung-man5,chung-mân,種滿,,,,
6508,chung-min3,chung-mìn,眾民,,,,
6509,chung-ngin3,chung-ngìn,眾人,,,,
6510,chung-san5,chung-sân,眾山,,,,
6511,chung-sen5,chung-sên,眾生,,,,
6512,chung-sen5,chung-sên,眾星,,,,
6513,chung-song5,chung-sông,中傷,,,,
6514,chung-siin3,chung-sṳ̀n,眾神,,,,
6515,chung-to2,chung-tó,中到,,,,
6516,chung-to5,chung-tô,眾多,,,,
6517,chung-vong3,chung-vòng,眾王,,,,
6518,chung-yi,chung-yi,中意,,,,
6519,chung,chung,眾,,,,
6520,chung,chung,種,,,,
6521,cha5-ho2,châ-hó,遮好,,,,
6522,cha5-hiung5,châ-hiûng,遮胸,,,,
6523,cha5-kak,châ-kak,遮隔,,,,
6524,cha5-khien3,châ-khièn,抓權,,,,
6525,cha5-kiok,châ-kiok,遮腳,,,,
6526,cha5-koi,châ-koi,遮蓋,,,,
6527,cha5-liong3,châ-liòng,遮涼,,,,
6528,cha5-mien,châ-mien,遮面,,,,
6529,cha5-man5,châ-mân,遮滿,,,,
6530,cha5-ngit,châ-ngit,遮日,,,,
6531,cha5-phok,châ-phok,渣粕,,,,
6532,cha5-siu5-fi,châ-siû-fi,遮羞費,,,,
6533,cha5-siin5,châ-sṳ̂n,遮身,,,,
6534,cha5-ten2,châ-tén,遮著,,,,
6535,cha5-to2,châ-tó,遮到,,,,
6536,cha5-thet,châ-thet,遮掉,,,,
6537,cha5-thi,châ-thi,遮地,,,,
6538,cha5-thien5,châ-thiên,遮天,,,,
6539,cha5-to,châ-to,遮到,,,,
6540,cha5-yim5,châ-yîm,遮蔭,,,,
6541,cha5,châ,遮,,,,
6542,chai5-chung,châi-chung,栽種,,,,
6543,chai5-fo,châi-fo,災禍,,,,
6544,chai5-hoi,châi-hoi,災害,,,,
6545,chai5-kie,châi-kie,齋戒,,,,
6546,chai5-min3,châi-mìn,災民,,,,
6547,chai5-nan-kuk,châi-nan-kuk,災難谷,,,,
6548,chai5-nan,châi-nan,災難,,,,
6549,chai5-phi3,châi-phì,栽培,,,,
6550,chai5-thung,châi-thung,災痛,,,,
6551,chai5-yong5,châi-yông,災殃,,,,
6552,chai5,châi,栽,,,,
6553,chai5,châi,災,,,,
6554,cham5-to2,châm-tó,攙到,,,,
6555,chang5-chha5,châng-chhâ,爭差,,,,
6556,chang5-khien3,châng-khièn,爭權,,,,
6557,chang5-ngiet8,châng-ngie̍t,正月,,,,
6558,chang5-siit8,châng-sṳ̍t,爭食,,,,
6559,chang5-ten2,châng-tén,爭著,,,,
6560,chang5-thot,châng-thot,掙脫,,,,
6561,chang5-to,châng-to,爭到,,,,
6562,chang5-yang3,châng-yàng,爭贏,,,,
6563,chang5,châng,爭,,,,
6564,chau5-chho2,châu-chhó,燥草,,,,
6565,chau5-chheu3,châu-chhèu,燥柴,,,,
6566,chau5-chiang2,châu-chiáng,燥井,,,,
6567,chau5-chau5,châu-châu,燥燥,,,,
6568,chau5-fut,châu-fut,燥窟,,,,
6569,chau5-hip,châu-hip,燥hip,,,,
6570,chau5-hot,châu-hot,燥渴,,,,
6571,chau5-hang5,châu-hâng,燥坑,,,,
6572,chau5-hon5,châu-hôn,燥旱,,,,
6573,chau5-kon2,châu-kón,燥稈,,,,
6574,chau5-ko,châu-ko,燥過,,,,
6575,chau5-kut,châu-kut,燥骨,,,,
6576,chau5-lu,châu-lu,燥路,,,,
6577,chau5-nai3,châu-nài,燥泥,,,,
6578,chau5-si2,châu-sí,燥死,,,,
6579,chau5-song2,châu-sóng,燥爽,,,,
6580,chau5-thap8,châu-tha̍p,蹧踏,,,,
6581,chau5-thet,châu-thet,燥掉,,,,
6582,chau5-thi,châu-thi,燥地,,,,
6583,chau5-to,châu-to,燥到,,,,
6584,chau5,châu,燥,,,,
6585,chen5-chan,chên-chan,爭戰,,,,
6586,chen5-chhi2,chên-chhí,爭取,,,,
6587,chen5-chhiong2,chên-chhióng,爭搶,,,,
6588,chen5-chhau3,chên-chhàu,爭吵,,,,
6589,chen5-chiip,chên-chṳp,爭執,,,,
6590,chen5-lun,chên-lun,爭論,,,,
6591,chen5-nau,chên-nau,爭鬧,,,,
6592,chen5-siung,chên-siung,爭訟,,,,
6593,chen5-sun5,chên-sûn,曾孫,,,,
6594,chen5-teu,chên-teu,爭鬥,,,,
6595,chen5-ton5,chên-tôn,爭端,,,,
6596,cheu5-chi,chêu-chi,朝祭,,,,
6597,cheu5-fu5,chêu-fû,招呼,,,,
6598,cheu5-loi3,chêu-lòi,招來,,,,
6599,cheu5-mu,chêu-mu,召募,,,,
6600,cheu5-phan5,chêu-phân,招伴,,,,
6601,cheu5-pin5,chêu-pîn,招兵,,,,
6602,cheu5-siin3-theu3,chêu-sṳ̀n-thèu,朝晨頭,,,,
6603,cheu5-siin3,chêu-sṳ̀n,朝晨,,,,
6604,cheu5-thai,chêu-thai,招待,,,,
6605,cheu5-yang3,chêu-yàng,朝陽,,,,
6606,cheu5-yeu3,chêu-yèu,招搖,,,,
6607,cheu5,chêu,招,,,,
6608,chim5-choi,chîm-choi,chim5喙,,,,
6609,chim5-ko,chîm-ko,chim5過,,,,
6610,chim5-su2,chîm-sú,唚手,,,,
6611,chim5,chîm,chim5,,,,
6612,chin5-chii,chîn-chṳ,精緻,,,,
6613,chin5-fa3,chîn-fà,精華,,,,
6614,chin5-khau2,chîn-kháu,精巧,,,,
6615,chin5-kuk,chîn-kuk,精榖,,,,
6616,chin5-kim5,chîn-kîm,精金,,,,
6617,chin5-kung5,chîn-kûng,精工,,,,
6618,chin5-lit8,chîn-li̍t,精力,,,,
6619,chin5-lien,chîn-lien,精練,,,,
6620,chin5-liong3,chîn-liòng,精良,,,,
6621,chin5-lin3,chîn-lìn,精靈,,,,
6622,chin5-mi5,chîn-mî,精美,,,,
6623,chin5-min3,chîn-mìn,精明,,,,
6624,chin5-ngi,chîn-ngi,精義,,,,
6625,chin5-ngin3,chîn-ngìn,精人,,,,
6626,chin5-pin5,chîn-pîn,精兵,,,,
6627,chin5-sui2,chîn-súi,精水,,,,
6628,chin5-sien2,chîn-sién,精選,,,,
6629,chin5-siin3,chîn-sṳ̀n,精神,,,,
6630,chin5-thiap,chîn-thiap,津貼,,,,
6631,chin5-thung5,chîn-thûng,精通,,,,
6632,chin5,chîn,精,,,,
6633,cho5-met8,chô-me̍t,糟滅,,,,
6634,cho5-su,chô-su,遭受,,,,
6635,chon5-e2,chôn-é,磚仔,,,,
6636,chon5-chhin3-cha2,chôn-chhìn-chá,專情者,,,,
6637,chon5-chhin3,chôn-chhìn,專情,,,,
6638,chon5-chiet,chôn-chiet,磚截,,,,
6639,chon5-cho,chôn-cho,專做,,,,
6640,chon5-chii,chôn-chṳ,專制,,,,
6641,chon5-kon2,chôn-kón,專管,,,,
6642,chon5-kong2,chôn-kóng,專講,,,,
6643,chon5-khien3,chôn-khièn,專權,,,,
6644,chon5-khon,chôn-khon,專看,,,,
6645,chon5-ka5,chôn-kâ,專家,,,,
6646,chon5-mu3,chôn-mù,磚模,,,,
6647,chon5-mun3,chôn-mùn,專門,,,,
6648,chon5-ngin3,chôn-ngìn,專人,,,,
6649,chon5-siong2,chôn-sióng,專想,,,,
6650,chon5-sim5,chôn-sîm,專心,,,,
6651,chon5-theu3,chôn-thèu,磚頭,,,,
6652,chon5-vuk,chôn-vuk,磚屋,,,,
6653,chon5-yit,chôn-yit,專一,,,,
6654,chon5-yeu3,chôn-yèu,磚窯,,,,
6655,chon5,chôn,專,,,,
6656,chon5,chôn,磚,,,,
6657,chong5-e2,chông-é,獐仔,,,,
6658,chong5-chiu2,chông-chiú,裝酒,,,,
6659,chong5-cho,chông-cho,裝做,,,,
6660,chong5-chong5,chông-chông,張張,,,,
6661,chong5-foi5,chông-fôi,裝灰,,,,
6662,chong5-fong3,chông-fòng,裝璜,,,,
6663,chong5-ha,chông-ha,莊下,,,,
6664,chong5-hien2,chông-hién,彰顯,,,,
6665,chong5-hiet,chông-hiet,裝血,,,,
6666,chong5-ha5,chông-hâ,裝下,,,,
6667,chong5-khoi5,chông-khôi,張開,,,,
6668,chong5-kuk,chông-kuk,裝榖,,,,
6669,chong5-liong3,chông-liòng,裝糧,,,,
6670,chong5-man5,chông-mân,裝滿,,,,
6671,chong5-ngiam3,chông-ngiàm,莊嚴,,,,
6672,chong5-nem5,chông-nêm,裝淰,,,,
6673,chong5-phi,chông-phi,裝備,,,,
6674,chong5-sui2,chông-súi,裝水,,,,
6675,chong5-sa,chông-sa,莊舍,,,,
6676,chong5-sat,chông-sat,裝設,,,,
6677,chong5-song,chông-song,裝上,,,,
6678,chong5-siit-phin2,chông-sṳt-phín,妝飾品,,,,
6679,chong5-siit,chông-sṳt,裝飾,,,,
6680,chong5-ten2,chông-tén,裝著,,,,
6681,chong5-theu3,chông-thèu,莊頭,,,,
6682,chong5-to,chông-to,裝到,,,,
6683,chong5-teu5,chông-têu,裝兜,,,,
6684,chong5-yu3,chông-yù,裝油,,,,
6685,chong5,chông,裝,,,,
6686,chong5,chông,章,,,,
6687,chong5,chông,張,,,,
6688,chii5-chu2,chṳ̂-chú,之主,,,,
6689,chii5-chhang,chṳ̂-chhang,支撐,,,,
6690,chii5-chhien3,chṳ̂-chhièn,之前,,,,
6691,chii5-chhu,chṳ̂-chhu,之處,,,,
